dane1,ExpectativasAcademicas,Comunicacion,Participacion,SeguridadRespeto,TemaMatematica07,TemaLenguaje07,prmatalto07,prlenalto07,TemaLenguaje10,TemaMatematica10,prmatalto10,prlenalto10,Avanzadom9,Avanzadom5,Avanzadol9,Avanzadol5,Aprobacion5,Aprobacion9,Rextraedad,ProgresoLen5,ProgresoLen9,ProgresoMat5,ProgresoMat9,ProgresoLen11,ProgresoMat11,iden1
105001013447,69.9277,67.11388,67.41563,62.69451,46.075,45.01,0,0,43.93,42.33,0,0,0,0,0,2,98.80952,100,88.46153,19.08969,39.05324,19.22401,24.37862,42.5327,32.80204,131
105001013633,69.46674,65.62762,62.28751,64.02076,40.82,42.76,0,0,48.28,42.33,0,0,0,3,0,1,100,85.71429,88.2353,47.52077,39.92483,46.9398,37.40604,50.22043,50.05107,132
105001014052,65.13887,64.98358,62.73967,56.47221,44.48,45.01,0,0,46.16,42.33,0,1.204819,0,1,0,1,93.12222,81.57895,81.92771,47.57743,36.19682,47.31609,40.20419,50.86917,50.85007,133
105001014397,75.32943,69.19637,67.44762,67.97782,44.48,47.14,0,0,46.27,45.01,.6493506,0,0,6,1,9,91.66667,96.22642,94.15585,50.29072,44.14643,48.05351,39.75625,60.89011,54.67541,134
105001014851,78.73088,68.71057,68.70034,68.81744,44.48,49.19,.6451613,0,48.37,47.59,.6535948,0,1,17,3,13,98.82353,85.52631,99.34641,47.53653,49.22392,47.98859,47.41306,77.9363,56.63058,135
105001015091,73.32196,72.87517,68.85747,67.79166,44.48,47.14,0,0,47.275,39.53,0,0,0,2,0,8,95.12195,84.81013,84.61539,51.16422,51.44136,43.54889,47.2169,76.62026,31.33151,136
105001015148,64.38392,62.69376,61.96155,61.73811,40.82,42.76,0,0,46.16,42.42,0,0,0,9,0,0,93.61702,72.22222,78.26087,55.46422,53.97541,30.35847,60.60108,50.07258,50.10484,137
105001015172,72.67847,66.47285,69.93956,62.64317,44.48,45.01,0,0,46.16,39.53,0,0,0,2,2,4,95.83333,95.2381,76.36363,25.12232,48.32335,17.51691,-38.86223,50.86917,31.33151,138
105001015211,70.04279,69.57966,65.49586,63.14398,44.48,47.14,0,0,44.05,42.33,0,0,0,2,0,2,84.52381,72.54902,52.08334,26.757,46.22491,46.91851,56.93475,10.08602,50.85007,139
105001015229,67.01521,69.6911,68.35498,65.14288,44.48,46.075,0,0,44.05,40.93,0,0,0,0,0,0,94.23077,79.31035,82.5,34.7934,47.17172,51.11745,46.59684,10.55562,50.51004,140
105001015831,71.22948,70.96145,69.65755,68.53989,44.48,45.01,0,0,44.05,42.42,0,0,0,3,0,0,94.44444,85.29411,77.41935,6.692958,38.29663,12.68348,19.5864,50.07902,52.55022,141
105001016420,65.52331,60.59429,57.71269,59.43845,47.67,47.14,0,0,46.16,45.16,0,0,0,12,4,8,99.10714,82.88288,89.69072,56.00824,65.08495,53.81469,79.68328,37.6129,49.75956,142
105001017132,63.51913,66.97661,60.94009,61.06168,44.70482,46.69492,.3029282,.1565768,46.215,42.33,0,0,.4193948,4,1.325685,13,98.4252,75,82.85715,62.25754,55.72004,51.32513,52.0118,51.9497,50.70136,143
105001017876,74.98864,71.06236,72.17058,67.63848,44.48,42.76,0,0,41.64,38.015,0,0,0,0,0,0,96.07843,91.17647,41.66667,50.41904,50,50.2281,50.00537,50,31.33151,144
105001017965,70.3063,68.92191,65.3019,68.26208,44.48,48.165,2.777778,0,46.16,45.01,0,0,0,9,1,9,97.22222,91.57895,97.22222,48.64839,48.52892,50.18077,46.66554,31.52831,54.67541,145
105001018759,74.10046,67.97868,68.15843,72.74249,40.82,45.01,0,0,48.28,45.16,2.631579,0,0,3,0,6,93.87756,86.20689,94.73685,35.71875,34.46698,47.11728,50,53.04211,50.21236,146
105001019011,70.83223,71.14448,69.79956,67.49516,44.48,48.165,0,0,46.16,45.16,0,0,0,4,0,6,84.21053,78.33334,90.47619,49.50603,50.66336,49.03455,50.19159,31.52831,55.95052,147
105001019062,75.80272,70.63071,72.66901,69.08606,44.48,47.14,0,0,44.05,42.33,0,0,0,14,1,10,100,75.92593,72.66187,44.21211,44.96795,49.08629,39.9359,10.08602,50.85007,148
105001019089,65.94748,67.71714,66.30759,56.47641,44.48,42.76,0,0,46.27,39.53,0,0,0,2,0,2,92.18241,93.84615,90.78947,26.04888,40.9436,18.45742,25.75153,50.14516,31.33151,149
105001019194,74.13998,67.98348,66.84991,65.8772,44.48,45.01,.7092198,.7092198,46.16,42.33,0,0,0,6,0,6,91.15044,86.48649,98.37399,45.87626,29.73245,46.39684,35.06601,50.86917,50.85007,151
105001019305,67.37964,69.50484,67.04841,68.47512,44.43696,46.02098,.151561,.0416365,46.16,42.33,0,0,0,2,0,3,94.42756,90,84.61539,27.41694,53.39426,50.93508,58.29708,35.26439,49.96474,152
105001019330,69.28514,70.34737,69.19227,66.07648,47.67,45.01,0,0,46.27,45.01,0,0,0,10,1,5,99.6,87.61062,80,48.96957,42.41448,47.33802,46.83937,51.93589,46.153,153
105001019429,73.68419,67.08116,71.30908,65.13933,44.48,45.01,.5405406,0,44.05,42.33,0,.4784689,0,7,1,9,98.07692,93.75,87.55981,54.13052,48.96278,52.03132,72.34904,50.07902,50.85007,154
105001019453,74.98605,70.48477,69.56172,67.89359,40.82,45.01,0,0,43.93,39.53,0,0,0,3,0,3,90.96591,59.49367,85.09316,48.82302,53.88041,47.87979,38.459,42.5327,50.00269,155
105001019534,75.3579,70.56197,67.46973,70.3918,44.48,45.01,0,0,46.16,39.53,0,0,0,0,0,2,92.07921,88.52459,60,48.87165,51.5929,44.99398,51.14208,50.86917,31.33151,156
105001019674,68.38164,64.95538,61.56293,64.0302,44.48,49.19,0,0,46.27,45.01,.8849558,0,5,13,2,10,90.38461,81.35593,95.57522,45.52688,64.12241,45.05996,60.98409,42.87234,54.67541,157
105001019798,65.70781,68.93964,62.42284,56.71017,42.65,45.01,0,0,41.64,36.5,0,0,0,1,0,7,79.34782,95.06173,80,50.06989,48.51472,50.51004,45.90396,37.5545,33.12361,158
105001019925,60.91112,60.24696,55.34857,50.90773,44.48,47.14,.4524887,.4524887,44.05,45.01,0,0,0,1,3,5,94.25838,77.37227,87.93104,45.53592,45.46399,50.6121,44.95998,10.08602,54.67541,159
105001020028,76.2604,74.17155,71.72169,69.42763,44.48,46.075,0,0,46.16,42.42,0,0,0,5,0,11,95.29412,93.87756,86.36364,58.84077,55.37253,35.66867,49.21254,38.73018,52.55022,160
105001020052,72.67477,69.41085,62.33923,71.60753,44.48,47.14,0,0,48.37,45.01,0,0,0,4,0,17,96.15385,100,90.90909,65.12514,55.53294,60.58581,51.22144,82.67032,54.67541,161
105001020273,77.05367,73.09952,73.66724,68.29621,50.54,53.22,0,0,53.325,50.42,6.666667,0,0,5,0,0,83.78378,82.6087,100,20.13203,51.79228,52.58065,51.29443,55.21586,50,162
105001021199,68.06131,67.58393,64.5973,64.60731,44.48,45.01,0,0,46.27,42.42,0,0,0,2,1,2,98.86364,98.71795,80,47.31437,50.60109,45.85783,22.18644,51.93589,52.55022,163
105001021547,72.83746,70.07265,66.1212,69.79859,47.67,47.14,0,0,46.16,45.16,0,0,2,17,2,14,96.55172,92.1875,95.55556,61.40495,73.05108,57.05603,78.58334,37.6129,49.75956,164
105001021636,68.73636,64.90685,66.44675,67.32712,44.48,45.01,0,.5,44.05,42.42,0,0,0,4,2,4,97.88737,79.771,91.8239,46.43884,39.7543,46.29622,28.22788,50.07902,52.55022,165
105001021873,69.56873,63.92838,64.21131,60.56017,44.48,49.19,0,0,46.27,39.53,0,0,0,4,0,2,76.47578,73.13432,78.65169,51.44513,50.46095,51.19485,31.74448,42.87234,31.33151,166
105001022101,70.05917,66.7047,64.07892,66.01068,44.48,47.14,0,0,45.105,42.42,0,0,0,0,0,4,95.16129,87.80488,84.375,51.59512,53.19762,52.04108,63.32341,32.10753,52.55022,167
105001023965,73.17029,71.94987,71.17829,72.67648,44.48,45.01,0,0,45.105,39.53,.6944445,0,0,5,1,2,92.2764,81.48148,79.16667,47.11059,48.13121,44.32368,44.20803,50.71114,31.33151,168
105001024073,69.77411,65.27475,65.81845,60.17048,44.48,47.14,0,0,46.16,42.42,1.290323,0,.5763149,7.144482,1.18786,9.291585,91.90417,86.21953,94.83871,49.48412,50.54325,48.36666,49.12147,37.6129,52.55022,169
105001025780,64.91181,64.35318,61.85862,56.52538,47.67,47.14,.6849315,0,46.16,42.42,0,0,2,1,1,5,95.28796,78.97196,89.61039,47.40727,48.62074,46.04086,46.79158,37.6129,40.14207,172
105001025844,72.88417,69.54995,67.4734,68.05557,44.48,45.01,0,0,45.11568,45.881,1.018784,.1830721,1,28,0,3,94.55709,75.86811,85.65306,46.98526,51.88562,57.32238,37.94544,45.14657,51.80348,197
205001001389,67.78784,61.60962,55.77084,65.31566,45.51633,48.06346,.225391,.1393694,46.38637,45.73278,1.141704,.1691454,1.245865,19,1.936289,6,93.19985,80.72482,89.73017,38.26616,47.82065,45.21198,42.04595,44.30671,48.1806,178
205001001672,68.15843,67.90729,67.76537,61.35092,44.48,51.21,0,0,46.27,42.33,0,0,0,10,0,12,88.58268,69.46107,82.8125,61.13553,39.32541,48.87348,53.70364,48.05836,50.85007,179
205001001966,71.01449,67.53796,67.29469,78.3701,44.12884,45.46816,.1445096,.0142742,44.99004,41.59695,-.167185,.0440563,-.2579264,0,-.502169,0,100,87.51453,83.13226,59.4086,54.71481,37.88298,46.54212,53.62684,49.60819,180
205001002199,65.57559,60.39404,59.87474,60.83515,44.48,47.14,0,0,46.27,39.53,0,0,0,0,0,10,100,93.05556,83.78378,39.44008,61.59951,24.00107,61.13553,60.89011,31.33151,181
205001002768,65.31723,63.22949,61.85185,71.83112,44.12884,45.46816,.1445096,.0142742,44.99004,41.59695,-.167185,.0440563,-.2579264,0,-.502169,0,100,87.51453,83.13226,50.0419,51.54443,19.1639,37.14611,53.96263,47.60445,182
205001006119,69.15727,65.59854,67.22839,75.22144,44.25299,45.75799,.1870309,.0269479,45.35075,41.64597,-.0715288,.0252022,-.1050075,0,.0868699,4,97.77778,88.11243,83.90553,29.4298,44.841,29.67742,33.89809,44.19163,46.42294,183
205001006224,86.15905,78.67394,78.51764,82.63847,45.29639,47.69644,.4307629,.1699358,46.75192,43.99397,.421143,.0641582,.9267699,9,2.798934,18,100,89.99683,91.90811,57.22581,54.09596,56.22332,52.00485,49.09051,50.5585,184
205001006232,68.90289,62.82137,62.2011,60.5188,44.48,45.01,0,0,46.16,42.33,.8928572,0,0,4,1,3,90.8046,61.99095,83.92857,53.88346,47.31158,48.42564,39.2463,50.86917,50.85007,185
205001006526,71.52711,71.14284,72.31582,69.63921,40.82,47.14,0,0,46.215,39.53,0,0,0,3,5,10,100,95.2381,100,54.68506,52.2294,52.89421,47.85794,59.07509,50.00269,186
205001007735,59.49753,57.60795,53.62471,64.9061,44.48,45.01,0,0,46.27,42.33,0,0,0,0,0,0,95,94,88.37209,53.04024,53.90601,50.53764,53.90601,51.93589,50.85007,187
205001009797,71.46257,68.50224,64.1893,67.30334,47.67,49.19,1.324503,1.324503,46.27,45.01,.7575758,.7575758,3,14,0,9,100,85.50724,73.48485,51.73404,55.78415,49.79891,59.25463,42.87234,46.153,188
205001009916,69.53354,66.8746,64.75575,66.07476,44.12592,45.47546,.1381367,.0107224,45.0096,41.57844,-.1382482,.0416853,-.2500632,0,-.4958478,0,99.1453,87.26252,82.93256,50.12165,51.73466,50.21505,47.63879,47.68063,49.54999,189
205001010264,67.92757,65.80688,64.60706,62.93814,44.48,47.14,1.886792,0,46.16,42.375,0,0,1,1,1,6,93.24324,89.67741,88.09524,52.84457,35.14503,28.02024,38.62173,37.6129,52.46522,190
205001010281,71.46039,71.15823,69.1002,66.58389,44.48,42.76,0,0,48.28,39.53,0,0,0,3,0,6,79.6875,84.9315,92.68293,52.78799,48.67663,51.89638,45.11127,50.22043,31.33151,191
205001011031,67.20719,63.39909,64.96502,62.1987,44.48,47.14,0,0,46.27,42.42,0,0,4,20,2,25,100,89.39394,89.18919,57.10631,64.40379,52.00427,67.67738,60.89011,52.55022,192
205001012534,71.50048,67.71312,66.59615,65.29992,44.48,45.01,.621118,0,46.27,45.01,.6369427,0,2,8,1,10,91.66239,93.27354,89.80891,52.9097,56.52336,50.45978,52.07561,51.93589,54.67541,193
205001014308,71.55395,68.06591,66.14412,73.38654,45.27052,47.50594,.1686288,.1191891,45.77598,45.46845,.9009235,.1923009,.9396404,18,.963039,0,97.77778,80.54571,88.53223,35.21919,46.84962,50.53223,42.83525,42.09681,48.24105,194
205001018745,62.44396,61.50793,54.31141,54.56937,44.48,47.14,0,0,43.93,39.53,0,0,0,4,0,6,95.65218,93.65079,72.22222,50.36559,49.3839,50.16727,51.05579,3.204301,31.33151,195
205001019318,75.9628,69.71971,68.29392,65.08711,44.48,48.165,0,1.06383,50.31,47.81,0,0,1,4,4,7,85.85271,86.46304,88.6076,47.14876,70.57021,35.07778,55.44505,86.13087,57.31064,196
205001019989,73.82287,66.69246,68.12962,69.96736,44.86847,46.96526,.1823732,.0645765,46.04065,43.49591,.6827954,.0757681,.6170944,9,1.151663,6,90.46218,83.42516,85.80205,60.37807,55.13994,58.17487,53.70135,49.86132,50.96139,198
205001021452,67.29267,60.75024,63.46451,71.75602,45.38319,47.81619,.3574682,.1631949,46.55396,44.71894,.6547286,.1111808,1.033214,13,2.413533,13,98.86364,86.69233,91.34235,38.07222,47.84464,61.78492,47.56828,40.86623,49.1979,199
305001004854,64.88393,58.90339,57.5141,62.91613,47.67,49.19,0,0,48.28,45.01,0,0,0,5,2,19,97.64706,90.16393,95,65.74802,56.16298,58.27239,57.70372,63.96815,46.153,200
305001007594,78.50778,72.53267,74.76785,79.7313,44.48,51.21,0,2.247191,46.27,45.16,0,0,0,29,0,27,100,87.5,98.76543,70.11975,55.7705,68.37269,67.31149,48.05836,55.95052,201
305001015287,64.84128,64.25012,62.47374,65.8161,44.48,45.01,0,0,46.16,42.42,0,0,0,7,0,6,95.52239,82.10526,83.33333,60.01917,35.8531,54.45296,46.39393,50.86917,52.55022,202
305001015686,65.73117,61.95591,62.81917,64.39883,44.67158,46.62452,.3255826,.197725,45.105,45.085,0,0,0,5,0,11,91.73553,96.80851,77.5,47.72605,50.84077,29.71309,39.93883,50.96066,48.05652,203
305001016542,70.70126,69.68291,67.11566,72.34341,44.09618,46.09508,-.0442724,-.0058667,46.16,39.53,0,0,0,6,0,5,100,87.29531,87.87878,51.19485,52.09228,51.29443,48.35624,47.85871,49.71306,204
305001018022,75.19741,74.46552,68.78201,63.99325,44.48,45.01,0,0,44.05,42.33,0,0,0,2,0,0,85.05747,80.95238,51.51515,50.90868,28.79784,51.30376,42.04919,50.07902,50.85007,205
305001018839,73.76749,65.15858,66.36728,70.92735,47.67,47.14,0,0,46.16,45.16,0,0,4,18,11,21,90.72165,83.09859,95.91837,53.28463,67.81055,45.47432,76.71584,37.6129,49.75956,206
305001019690,66.86842,63.23786,64.83878,61.97606,44.48,47.14,0,0,46.27,45.01,0,0,0,3,0,4,87.2771,76.47059,77.63158,53.88041,23.18262,53.11685,37.29703,60.89011,54.67541,207
305001022232,75.34148,76.16105,66.93723,69.52119,47.67,45.01,0,0,46.16,42.42,0,0,0,2,0,2,95.36423,76.71233,86.27451,48.59949,49.50687,45.97435,45.85118,50.86917,40.14207,208
